,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
23297,11,91.8,71.9,19.9,611.54,571.27,40.27,2024-06-18
23298,12,20.4,0.0,20.4,611.92,571.13,40.79,2024-06-18
23299,13,102.1,81.5,20.6,611.85,570.97,40.88,2024-06-18
23300,14,97.7,77.7,20.0,611.53,570.51,41.02,2024-06-18
23301,15,101.3,81.7,19.6,611.17,570.57,40.6,2024-06-18
23302,16,99.2,79.7,19.5,611.27,570.78,40.49,2024-06-18
23303,17,132.1,112.6,19.5,611.07,572.05,39.02,2024-06-18
23304,18,158.4,135.1,23.3,610.62,573.22,37.4,2024-06-18
23305,19,167.0,143.9,23.1,610.24,573.4,36.84,2024-06-18
23306,20,174.3,146.8,27.5,609.79,573.46,36.33,2024-06-18
23307,21,150.7,123.1,27.6,610.32,572.53,37.79,2024-06-18
23308,22,145.9,118.0,27.9,610.18,572.56,37.62,2024-06-18
23309,23,135.9,108.3,27.6,610.18,572.13,38.05,2024-06-18
23310,24,128.9,101.1,27.8,610.2,571.62,38.58,2024-06-18
23311,,,,,,,,2024-06-18
23312,AVG,119.84,95.08,24.75,611.08,572.0,39.08,2024-06-18
23313,,,,,,,,2024-06-18
23314,MAX,174.3,146.8,28.8,612.13,573.46,41.02,2024-06-18
23315,MIN,20.4,0.0,19.5,609.79,570.51,36.33,2024-06-18
23316,1,111.1,83.4,27.7,610.21,570.89,39.32,2024-06-19
23317,2,98.0,70.3,27.7,610.31,570.13,40.18,2024-06-19
23318,3,72.8,44.3,28.5,610.78,569.42,41.36,2024-06-19
23319,4,68.3,39.8,28.5,610.81,569.16,41.65,2024-06-19
23320,5,60.9,32.4,28.5,611.29,568.69,42.6,2024-06-19
23321,6,68.6,40.3,28.3,611.64,568.64,43.0,2024-06-19
23322,7,87.6,60.2,27.4,612.07,569.62,42.45,2024-06-19
23323,8,88.8,61.7,27.1,611.8,569.04,42.76,2024-06-19
23324,9,75.1,48.7,26.4,611.61,568.42,43.19,2024-06-19
23325,10,73.0,57.8,15.2,611.74,569.02,42.72,2024-06-19
23326,11,75.0,59.7,15.3,611.91,568.56,43.35,2024-06-19
23327,12,68.1,52.7,15.4,611.84,568.27,43.57,2024-06-19
23328,13,55.5,40.1,15.4,611.82,567.88,43.94,2024-06-19
23329,14,59.2,44.0,15.2,611.83,568.15,43.68,2024-06-19
23330,15,69.3,53.8,15.5,611.71,569.02,42.69,2024-06-19
23331,16,93.8,78.9,14.9,611.57,569.11,42.46,2024-06-19
23332,17,112.3,97.2,15.1,611.55,570.16,41.39,2024-06-19
23333,18,154.1,132.6,21.5,611.0,572.19,38.81,2024-06-19
23334,19,147.2,125.3,21.9,611.47,571.27,40.2,2024-06-19
23335,20,151.8,125.0,26.8,611.5,571.4,40.1,2024-06-19
23336,21,136.0,108.6,27.4,611.87,570.84,41.03,2024-06-19
23337,22,135.6,108.4,27.2,611.58,571.11,40.47,2024-06-19
23338,23,150.3,123.7,26.6,611.26,572.07,39.19,2024-06-19
23339,24,142.5,115.6,26.9,611.6,571.13,40.47,2024-06-19
23340,,,,,,,,2024-06-19
23341,AVG,98.12,75.19,22.93,611.45,569.76,41.69,2024-06-19
23342,,,,,,,,2024-06-19
23343,MAX,154.1,132.6,28.5,612.07,572.19,43.94,2024-06-19
23344,MIN,55.5,32.4,14.9,610.21,567.88,38.81,2024-06-19
23345,1,137.4,109.5,27.9,611.3,570.89,40.41,2024-06-20
23346,2,126.1,97.1,29.0,611.62,571.08,40.54,2024-06-20
23347,3,111.8,83.2,28.6,611.43,570.11,41.32,2024-06-20
23348,4,109.5,81.0,28.5,611.43,570.53,40.9,2024-06-20
23349,5,107.7,78.8,28.9,611.62,570.91,40.71,2024-06-20
23350,6,120.9,92.2,28.7,611.5,571.16,40.34,2024-06-20
23351,7,129.8,101.1,28.7,611.51,571.54,39.97,2024-06-20
23352,8,121.0,91.9,29.1,611.74,570.5,41.24,2024-06-20
23353,9,107.9,79.5,28.4,611.39,570.48,40.91,2024-06-20
23354,10,98.7,78.3,20.4,611.77,570.3,41.47,2024-06-20
23355,11,91.2,70.6,20.6,611.85,569.88,41.97,2024-06-20
23356,12,73.0,52.2,20.8,611.91,569.45,42.46,2024-06-20
23357,13,76.3,55.9,20.4,611.67,569.59,42.08,2024-06-20
23358,14,87.2,67.1,20.1,611.57,570.08,41.49,2024-06-20
23359,15,93.9,73.6,20.3,611.92,570.3,41.62,2024-06-20
23360,16,125.7,105.1,20.6,611.77,571.89,39.88,2024-06-20
23361,17,140.4,119.6,20.8,611.87,571.99,39.88,2024-06-20
23362,18,155.1,132.4,22.7,611.31,572.91,38.4,2024-06-20
23363,19,152.3,129.5,22.8,611.66,572.1,39.56,2024-06-20
23364,20,164.2,135.7,28.5,611.14,572.54,38.6,2024-06-20
23365,21,160.2,132.0,28.2,611.23,572.46,38.77,2024-06-20
23366,22,171.6,143.8,27.8,610.69,572.7,37.99,2024-06-20
23367,23,143.0,114.7,28.3,611.66,571.49,40.17,2024-06-20
23368,24,133.1,103.9,29.2,611.97,571.0,40.97,2024-06-20
23369,,,,,,,,2024-06-20
23370,AVG,122.42,97.03,25.39,611.56,571.08,40.49,2024-06-20
23371,,,,,,,,2024-06-20
23372,MAX,171.6,143.8,29.2,611.97,572.91,42.46,2024-06-20
23373,MIN,73.0,52.2,20.1,610.69,569.45,37.99,2024-06-20
23374,1,128.6,101.3,27.3,611.78,571.13,40.65,2024-06-21
23375,2,133.9,106.9,27.0,611.69,571.29,40.4,2024-06-21
23376,3,143.0,116.0,27.0,611.7,571.92,39.78,2024-06-21
23377,4,142.3,115.0,27.3,611.92,571.78,40.14,2024-06-21
23378,5,150.0,123.0,27.0,611.61,572.02,39.59,2024-06-21
23379,6,141.8,114.7,27.1,611.8,571.95,39.85,2024-06-21
23380,7,144.6,117.3,27.3,611.88,571.92,39.96,2024-06-21
23381,8,147.3,119.9,27.4,611.88,572.27,39.61,2024-06-21
23382,9,146.2,118.9,27.3,611.92,572.4,39.52,2024-06-21
23383,10,145.6,129.9,15.7,612.02,572.61,39.41,2024-06-21
23384,11,138.8,123.1,15.7,611.99,572.15,39.84,2024-06-21
23385,12,129.9,114.7,15.2,611.73,571.91,39.82,2024-06-21
23386,13,102.1,86.3,15.8,612.15,571.26,40.89,2024-06-21
23387,14,120.3,105.1,15.2,611.63,571.64,39.99,2024-06-21
23388,15,116.5,101.2,15.3,611.93,571.59,40.34,2024-06-21
23389,16,126.2,110.8,15.4,611.87,571.7,40.17,2024-06-21
